customer_id,orders_12m,spend_12m_eur,website_visits_90d,avg_discount_rate,return_rate,days_since_last_order,support_tickets_12m,avg_order_value_eur,mobile_share,newsletter_open_rate,loyalty_years
1378,32.0,2125.73,62.0,0.015,0.026,2.0,0.0,66.37,0.787,0.2,2.06
1379,18.0,678.5,21.0,0.103,0.064,12.0,1.0,37.81,0.218,0.004,1.76
1380,0.0,155.5,12.0,0.104,0.037,29.0,2.0,155.5,0.342,0.142,1.12
1381,16.0,321.25,19.0,0.102,0.095,6.0,1.0,19.8,0.031,0.166,2.7
1382,30.0,1357.41,35.0,0.016,0.007,8.0,3.0,45.12,0.161,0.143,2.64
1383,1.0,85.2,2.0,0.063,0.0,77.0,0.0,62.58,0.545,0.0,0.39
1384,5.0,583.08,30.0,0.107,0.0,15.0,0.0,106.06,0.476,0.302,1.55
1385,10.0,237.88,9.0,0.015,0.084,11.0,0.0,23.46,0.296,0.038,2.57
1386,25.0,596.95,49.0,0.366,0.147,12.0,1.0,24.24,0.787,0.071,0.74
1387,0.0,94.49,8.0,0.141,0.0,49.0,0.0,94.49,0.39,0.245,2.05
1388,17.0,2056.96,66.0,0.009,0.051,8.0,0.0,120.56,0.475,0.081,2.22
1389,15.0,552.16,26.0,0.486,0.083,22.0,0.0,37.33,0.407,0.23,1.17
1390,23.0,2268.5,50.0,0.077,0.037,0.0,3.0,97.97,0.284,0.27,3.14
1391,6.0,90.29,5.0,0.117,0.034,17.0,0.0,15.62,0.41,0.071,0.0
1392,30.0,1477.31,37.0,0.077,0.03,4.0,1.0,49.28,0.371,0.204,2.91
1393,6.0,125.88,10.0,0.099,0.018,47.0,1.0,20.35,0.361,0.369,2.26
1394,14.0,684.61,29.0,0.211,0.077,10.0,1.0,50.54,0.304,0.137,2.26
1395,10.0,585.3,45.0,0.332,0.085,8.0,3.0,57.55,0.467,0.259,3.13
1396,28.0,2272.48,21.0,0.06,0.037,9.0,2.0,80.66,0.757,0.101,2.76
1397,1.0,127.27,10.0,0.092,0.047,0.0,1.0,127.27,0.185,0.147,0.74
1398,37.0,2141.09,22.0,0.021,0.025,5.0,1.0,58.28,0.409,0.263,2.09
1399,16.0,454.58,20.0,0.096,0.109,19.0,1.0,28.84,0.565,0.167,1.71
1400,13.0,447.35,52.0,0.31,0.123,9.0,1.0,34.24,0.737,0.278,
1401,26.0,1666.33,71.0,0.06,0.031,11.0,2.0,64.11,0.161,0.125,1.17
1402,26.0,677.15,34.0,0.543,0.126,14.0,2.0,25.88,0.4,0.266,0.62
1403,26.0,2059.44,60.0,0.09,0.037,2.0,1.0,80.16,0.331,0.319,0.42
1404,2.0,65.2,10.0,0.152,0.0,41.0,0.0,32.26,0.349,0.139,1.79
1405,7.0,411.43,26.0,0.079,0.097,13.0,0.0,56.07,0.826,0.155,1.36
1406,5.0,176.04,4.0,0.181,0.052,36.0,1.0,37.99,0.407,0.228,2.14
1407,9.0,370.1,9.0,0.039,0.083,10.0,0.0,39.13,0.802,0.103,1.71
1408,14.0,260.46,24.0,0.104,0.041,14.0,0.0,18.23,0.241,0.215,1.8
1409,11.0,907.98,19.0,0.0,0.052,20.0,1.0,86.47,0.132,0.218,2.02
1410,14.0,587.64,18.0,0.026,0.086,18.0,1.0,40.87,0.149,0.186,0.61
1411,4.0,114.03,3.0,0.186,0.035,2.0,0.0,31.86,0.652,0.301,1.14
1412,19.0,398.98,61.0,0.452,0.038,0.0,1.0,20.83,0.333,0.127,2.43
1413,2.0,119.65,1.0,0.096,0.067,30.0,0.0,78.3,0.63,0.0,1.76
1414,15.0,590.99,35.0,0.112,0.034,13.0,0.0,38.76,0.625,0.129,1.85
1415,29.0,1098.67,61.0,0.032,0.0,9.0,0.0,37.6,0.151,0.184,2.04
1416,7.0,33.84,10.0,0.159,0.002,32.0,0.0,4.97,0.217,0.309,1.4
1417,11.0,387.07,33.0,0.074,0.031,0.0,1.0,36.38,0.773,0.108,1.53
1418,13.0,691.19,17.0,0.11,0.044,9.0,1.0,51.61,0.092,0.075,2.0
1419,16.0,695.09,44.0,0.243,0.075,6.0,2.0,44.6,0.836,0.323,0.92
1420,2.0,86.74,3.0,0.25,0.058,49.0,0.0,50.21,0.115,0.114,0.0
1421,4.0,125.19,13.0,0.31,0.085,20.0,0.0,28.88,0.191,0.167,1.57
1422,12.0,776.36,20.0,0.077,0.117,12.0,2.0,62.95,0.278,0.454,0.72
1423,32.0,1332.8,51.0,0.06,0.023,5.0,1.0,42.22,0.538,0.223,2.32
1424,16.0,718.01,15.0,0.363,0.048,17.0,2.0,44.68,0.777,0.12,2.26
1425,15.0,417.35,33.0,0.051,0.026,22.0,1.0,27.17,0.551,0.232,2.71
1426,0.0,120.28,4.0,0.181,0.098,75.0,1.0,120.28,0.477,0.206,1.19
1427,40.0,2072.23,76.0,0.114,0.038,13.0,1.0,51.54,0.649,,1.58
1428,1.0,100.67,2.0,0.09,0.048,108.0,0.0,77.28,0.567,0.0,0.0
1429,16.0,659.5,49.0,0.259,0.0,0.0,1.0,41.92,0.725,0.323,0.01
1430,19.0,811.9,48.0,0.434,0.156,0.0,0.0,43.29,0.717,0.176,1.44
1431,3.0,166.44,10.0,0.239,0.037,34.0,1.0,60.78,0.093,0.269,1.36
1432,11.0,755.34,49.0,0.527,0.051,12.0,0.0,67.02,0.416,0.222,1.25
1433,22.0,1260.28,60.0,0.014,0.0,9.0,2.0,58.53,0.254,0.164,2.42
1434,3.0,174.97,7.0,0.145,0.045,25.0,0.0,57.19,0.491,0.068,0.47
1435,2.0,81.19,5.0,0.273,,44.0,0.0,34.1,0.071,0.058,1.79
1436,4.0,82.49,12.0,0.186,0.004,44.0,0.0,18.89,0.446,0.096,0.0
1437,16.0,263.86,40.0,0.071,0.06,11.0,2.0,16.5,0.11,0.156,1.37
1438,8.0,153.26,6.0,0.183,0.088,23.0,2.0,19.91,0.371,0.138,0.08
1439,7.0,640.16,24.0,0.173,0.037,7.0,2.0,92.61,0.144,0.074,1.18
1440,2.0,81.16,0.0,0.315,0.033,49.0,0.0,35.45,0.825,0.264,0.58
1441,1.0,51.63,10.0,0.04,0.052,7.0,0.0,34.68,0.377,0.053,0.46
1442,6.0,184.02,10.0,0.272,0.047,4.0,0.0,30.78,0.517,0.221,0.97
1443,3.0,202.2,13.0,0.129,0.012,29.0,0.0,59.29,0.634,0.254,0.0
1444,1.0,101.91,0.0,0.186,0.0,111.0,0.0,95.11,0.282,0.004,0.05
1445,31.0,1622.41,40.0,0.09,0.038,7.0,1.0,52.3,0.275,0.233,2.17
1446,24.0,1817.28,55.0,0.033,0.082,8.0,1.0,74.69,0.413,0.296,1.29
1447,2.0,11.83,0.0,0.208,0.07,139.0,1.0,5.23,0.176,0.183,0.56
1448,9.0,359.98,28.0,0.201,0.078,17.0,2.0,40.43,0.439,0.068,1.48
1449,1.0,141.53,5.0,0.005,0.029,113.0,0.0,141.53,0.383,0.002,1.72
1450,21.0,2112.36,61.0,0.006,0.059,0.0,2.0,102.71,0.866,0.482,1.85
1451,14.0,584.37,29.0,0.118,0.061,15.0,1.0,40.46,0.492,0.247,0.51
1452,34.0,1637.03,53.0,0.068,0.026,0.0,2.0,48.27,0.605,0.288,0.57
1453,18.0,308.35,22.0,0.154,0.03,17.0,1.0,17.54,0.248,0.204,2.38
1454,7.0,197.13,9.0,0.217,0.033,39.0,0.0,26.75,0.362,0.195,1.75
1455,3.0,114.91,8.0,0.299,0.058,34.0,1.0,36.56,0.652,0.154,0.0
1456,1.0,7.5,4.0,0.182,0.01,145.0,1.0,5.21,0.263,0.29,1.55
1457,5.0,270.7,34.0,0.103,0.026,20.0,0.0,59.27,0.712,0.258,3.11
1458,19.0,628.59,49.0,0.395,0.139,11.0,1.0,33.74,0.26,0.153,1.26
1459,19.0,627.92,11.0,0.06,0.018,11.0,1.0,33.04,0.222,0.076,1.36
1460,0.0,239.51,17.0,0.228,0.027,29.0,1.0,239.51,0.362,0.365,0.65
1461,7.0,384.93,26.0,,0.049,4.0,1.0,53.25,0.629,0.256,1.99
1462,3.0,118.51,11.0,0.287,0.029,45.0,1.0,39.71,0.362,0.322,1.39
1463,26.0,862.86,69.0,0.101,0.05,2.0,3.0,33.2,0.238,0.207,1.77
1464,17.0,509.56,25.0,0.093,0.068,16.0,3.0,29.92,0.578,0.173,3.91
1465,19.0,342.83,50.0,0.374,0.091,20.0,0.0,18.1,0.791,,0.67
1466,4.0,144.41,3.0,0.158,0.022,31.0,1.0,32.72,0.571,,0.72
1467,1.0,122.73,11.0,0.125,0.086,29.0,1.0,122.73,0.684,0.191,2.65
1468,2.0,196.49,6.0,0.161,0.023,21.0,0.0,87.36,0.428,0.219,0.02
1469,1.0,119.81,5.0,0.134,0.043,49.0,0.0,81.24,0.367,0.072,0.0
1470,4.0,126.12,6.0,0.07,0.059,10.0,1.0,35.16,0.829,0.206,0.51
1471,15.0,383.99,29.0,0.201,0.039,21.0,1.0,26.06,0.242,0.256,1.93
1472,7.0,670.78,28.0,0.086,0.018,20.0,0.0,101.6,0.134,0.0,2.26
1473,3.0,162.35,14.0,0.124,0.051,70.0,0.0,57.92,0.678,0.189,0.96
1474,8.0,146.34,6.0,0.259,0.052,76.0,1.0,19.07,0.583,0.235,1.01
1475,11.0,483.16,35.0,0.147,0.058,13.0,1.0,45.35,0.305,0.122,2.02
1476,11.0,229.82,31.0,0.133,0.051,10.0,0.0,20.98,0.388,0.11,2.39
1477,2.0,109.71,7.0,0.121,0.111,40.0,0.0,56.03,0.36,0.181,0.4
1478,14.0,921.18,46.0,0.304,0.06,2.0,0.0,66.59,0.576,0.323,0.0
1479,20.0,616.22,30.0,0.349,0.082,0.0,3.0,30.86,0.822,0.351,0.0
1480,0.0,197.54,11.0,0.25,0.0,32.0,2.0,197.54,0.388,0.359,0.0
1481,17.0,718.85,27.0,0.071,0.094,14.0,1.0,42.59,0.46,0.181,1.7
1482,0.0,95.95,10.0,0.141,0.037,46.0,1.0,95.95,0.27,0.089,0.58
1483,18.0,592.15,38.0,0.288,0.031,17.0,2.0,32.91,0.657,,0.32
1484,2.0,202.68,8.0,0.106,0.048,4.0,1.0,91.72,0.388,0.285,0.71
1485,17.0,301.69,28.0,0.089,0.058,9.0,2.0,17.51,0.171,0.226,0.82
1486,6.0,28.05,9.0,0.228,0.047,48.0,1.0,4.75,0.402,0.092,1.27
1487,5.0,129.43,11.0,0.242,0.028,62.0,1.0,24.53,0.474,0.177,1.16
1488,3.0,0.0,3.0,0.046,0.005,95.0,1.0,0.0,0.614,0.0,1.39
1489,16.0,565.05,26.0,0.099,0.065,7.0,0.0,34.35,0.257,0.248,1.78
1490,11.0,397.87,38.0,0.085,0.014,29.0,1.0,36.48,0.402,0.25,0.99
1491,19.0,720.65,51.0,0.33,0.116,13.0,1.0,37.04,0.812,0.378,0.82
1492,10.0,636.08,20.0,0.058,0.041,19.0,1.0,65.76,0.852,0.168,2.33
1493,15.0,693.39,46.0,0.343,0.099,10.0,1.0,46.97,0.949,0.254,0.7
1494,13.0,56.91,46.0,0.335,0.083,10.0,1.0,4.24,0.671,0.361,0.99
1495,2.0,103.6,7.0,0.045,0.043,7.0,1.0,58.71,0.444,0.184,2.48
1496,8.0,601.8,42.0,0.099,0.098,12.0,1.0,78.43,0.428,0.23,1.63
1497,3.0,151.09,0.0,0.089,0.029,39.0,1.0,51.5,0.035,0.21,0.88
1498,9.0,566.44,20.0,0.035,0.056,2.0,0.0,64.0,0.231,0.369,0.91
1499,17.0,305.98,38.0,0.113,0.049,11.0,1.0,18.51,0.373,0.336,1.08
1500,14.0,615.7,60.0,0.295,0.1,12.0,1.0,44.71,0.449,0.368,0.63
1501,3.0,96.45,5.0,0.262,0.071,34.0,0.0,33.73,0.128,0.315,0.0
1502,16.0,339.47,26.0,0.019,0.07,21.0,1.0,21.2,0.679,0.157,1.02
1503,9.0,648.94,38.0,0.07,0.0,22.0,2.0,73.44,0.438,0.267,2.07
1504,17.0,576.48,60.0,0.444,0.114,3.0,0.0,33.98,0.735,0.433,0.64
1505,22.0,479.1,74.0,0.376,0.105,15.0,2.0,21.5,0.481,0.312,1.34
1506,3.0,129.05,11.0,0.175,0.01,51.0,1.0,44.59,0.299,0.152,1.01
1507,18.0,920.64,45.0,0.359,0.091,11.0,2.0,51.72,0.689,0.233,0.0
1508,0.0,80.11,10.0,0.174,0.096,69.0,1.0,80.11,0.402,0.0,0.0
1509,8.0,1755.75,72.0,0.115,0.0,7.0,2.0,229.17,0.402,0.196,1.87
1510,2.0,140.38,9.0,0.183,0.012,44.0,2.0,72.51,0.651,0.359,1.13
1511,2.0,196.64,14.0,0.068,0.065,22.0,0.0,79.71,0.201,0.05,0.0
1512,2.0,81.22,1.0,0.129,0.0,86.0,0.0,49.59,0.195,0.171,0.77
1513,14.0,872.75,26.0,0.255,0.043,18.0,1.0,62.29,0.34,0.321,1.39
1514,9.0,465.54,31.0,0.119,0.0,3.0,2.0,51.51,0.092,0.286,3.53
1515,4.0,157.01,5.0,0.324,0.039,36.0,0.0,34.95,0.22,0.33,0.06
1516,3.0,88.91,16.0,0.235,0.026,24.0,0.0,33.0,0.896,0.335,0.68
1517,25.0,513.85,36.0,,0.056,6.0,1.0,20.76,0.842,0.281,1.29
1518,12.0,729.09,19.0,0.098,0.05,10.0,1.0,62.52,0.382,0.119,2.25
1519,1.0,144.89,6.0,0.206,0.037,38.0,0.0,144.89,0.35,0.25,0.08
1520,10.0,531.24,13.0,0.118,0.029,6.0,1.0,50.67,0.403,0.188,1.47
1521,4.0,105.12,2.0,0.176,0.085,69.0,1.0,29.49,0.711,0.035,1.82
1522,3.0,160.76,6.0,0.111,0.083,2.0,1.0,61.07,0.772,0.253,0.69
1523,22.0,807.7,59.0,0.437,0.054,2.0,1.0,36.52,0.368,0.27,1.08
1524,36.0,1547.53,57.0,0.026,0.059,4.0,1.0,42.57,0.278,0.365,3.19
1525,21.0,402.89,54.0,0.271,0.07,15.0,0.0,19.46,0.77,0.0,0.51
1526,24.0,1220.5,46.0,0.033,0.037,5.0,2.0,50.28,0.231,0.142,1.78
1527,22.0,469.68,13.0,0.026,0.069,16.0,2.0,21.11,0.39,0.31,0.95
1528,35.0,1839.21,56.0,0.06,0.027,9.0,3.0,51.91,0.594,0.176,1.88
1529,12.0,691.1,58.0,0.404,0.114,10.0,2.0,57.41,0.606,0.355,1.12
1530,0.0,0.19,0.0,0.188,0.033,97.0,0.0,0.19,0.285,0.007,2.14
1531,11.0,558.17,30.0,0.144,0.068,16.0,1.0,52.11,0.431,0.207,1.39
1532,11.0,786.65,26.0,0.346,0.159,14.0,2.0,72.87,0.381,0.127,1.29
1533,28.0,1427.97,72.0,0.027,0.074,5.0,1.0,51.55,0.486,0.211,0.46
1534,6.0,120.33,17.0,0.071,0.027,7.0,0.0,21.14,0.592,0.254,0.26
1535,3.0,556.42,28.0,0.138,0.093,5.0,0.0,162.41,0.444,0.231,
1536,6.0,652.65,29.0,0.139,0.066,0.0,2.0,105.66,0.829,0.321,1.36
1537,0.0,108.48,5.0,0.09,0.023,5.0,1.0,108.48,0.168,0.515,1.84
1538,18.0,653.82,28.0,0.143,0.079,10.0,0.0,35.55,0.13,0.176,1.73
1539,19.0,1960.77,99.0,0.03,0.04,5.0,3.0,101.26,0.711,0.341,0.79
1540,7.0,110.36,7.0,0.31,0.009,42.0,1.0,16.88,0.505,0.419,1.27
1541,14.0,519.77,17.0,0.089,0.092,11.0,0.0,37.79,0.745,0.3,3.58
1542,12.0,714.74,31.0,0.058,0.079,14.0,0.0,58.53,0.797,0.15,0.88
1543,1.0,0.0,10.0,0.229,0.072,49.0,0.0,0.0,0.498,0.017,1.79
1544,28.0,1526.28,51.0,0.0,0.042,7.0,1.0,53.59,0.361,0.285,1.58
1545,2.0,108.39,10.0,0.142,0.022,75.0,1.0,54.36,0.869,0.126,2.19
1546,10.0,673.06,27.0,0.122,0.025,2.0,3.0,66.86,0.146,0.22,1.68
1547,22.0,703.49,42.0,0.392,0.117,13.0,1.0,32.62,0.637,0.144,1.93
1548,3.0,51.18,4.0,0.084,0.031,60.0,1.0,18.57,0.695,0.0,0.44
1549,4.0,214.52,0.0,0.062,0.03,13.0,1.0,49.89,0.375,0.265,0.35
1550,0.0,197.41,8.0,0.269,0.052,53.0,0.0,197.41,0.355,0.279,1.49
1551,3.0,96.11,3.0,0.37,0.026,40.0,1.0,29.35,0.697,0.167,2.29
1552,12.0,626.78,21.0,0.122,0.06,6.0,2.0,50.48,0.105,0.31,1.91
1553,8.0,568.85,33.0,0.121,0.058,9.0,0.0,75.33,0.396,0.273,2.74
1554,28.0,2270.53,38.0,0.074,0.038,3.0,4.0,80.56,0.431,0.371,1.51
1555,13.0,467.89,23.0,0.06,0.052,8.0,0.0,35.24,0.309,0.419,1.01
1556,0.0,96.51,4.0,0.035,0.018,17.0,0.0,96.51,0.284,0.313,1.77
1557,3.0,132.12,13.0,0.231,0.037,51.0,1.0,48.89,0.59,0.0,1.62
1558,4.0,161.32,14.0,0.219,0.017,61.0,1.0,39.14,0.418,0.355,1.0
1559,22.0,436.61,51.0,0.451,0.092,0.0,1.0,20.14,0.319,0.207,0.21
1560,0.0,54.97,10.0,0.13,0.05,30.0,0.0,54.97,0.302,0.429,1.0
1561,4.0,131.53,10.0,0.248,0.041,53.0,0.0,33.55,0.35,0.128,0.67
1562,24.0,2110.17,65.0,0.041,0.025,7.0,2.0,88.53,0.389,0.346,1.46
1563,5.0,158.06,10.0,0.243,0.006,58.0,1.0,31.66,0.534,0.282,1.9
1564,31.0,2824.39,64.0,0.048,0.001,7.0,0.0,92.25,0.466,0.142,2.42
1565,4.0,169.8,8.0,0.03,0.028,49.0,1.0,43.39,0.121,0.262,0.48
1566,33.0,2601.39,75.0,0.076,0.049,11.0,1.0,79.03,0.405,0.147,1.7
1567,15.0,640.2,25.0,0.093,0.077,15.0,0.0,43.92,0.331,0.438,1.17
1568,4.0,103.42,13.0,0.089,0.021,37.0,1.0,24.08,0.253,0.176,1.14
1569,29.0,1824.04,57.0,0.063,0.013,1.0,1.0,62.15,0.279,0.18,1.75
1570,3.0,196.53,4.0,0.189,0.021,37.0,2.0,75.67,0.687,0.185,0.62
1571,10.0,1744.7,74.0,0.033,0.038,0.0,2.0,170.53,0.578,0.235,2.47
1572,1.0,53.89,5.0,0.193,0.025,118.0,0.0,47.94,0.806,0.0,1.77
1573,5.0,93.63,8.0,0.24,0.072,49.0,1.0,19.56,0.125,0.387,0.61
1574,11.0,599.03,26.0,0.089,0.07,11.0,2.0,53.73,0.489,0.248,1.88
1575,34.0,2060.07,44.0,0.016,0.034,12.0,2.0,60.36,0.137,0.096,2.35
1576,8.0,502.81,20.0,0.154,0.093,6.0,0.0,62.08,0.358,0.253,3.45
1577,17.0,874.43,38.0,0.108,0.054,18.0,0.0,52.03,0.298,0.123,0.0
1578,4.0,187.18,3.0,0.302,0.044,20.0,0.0,49.48,0.167,0.143,0.2
1579,12.0,808.87,28.0,0.112,0.002,11.0,0.0,67.74,0.064,0.285,1.08
1580,14.0,414.88,25.0,0.123,0.029,10.0,1.0,30.61,0.311,0.266,1.14
1581,38.0,1537.99,46.0,0.0,0.017,6.0,0.0,40.78,0.187,0.0,2.28
1582,19.0,2250.74,77.0,0.062,0.068,8.0,2.0,117.7,0.513,0.237,2.51
1583,21.0,1919.88,53.0,0.036,0.056,0.0,1.0,92.31,0.363,0.078,2.39
1584,24.0,490.97,44.0,0.363,0.114,5.0,0.0,20.87,0.467,0.118,0.25
1585,0.0,127.84,2.0,0.048,0.017,98.0,0.0,127.84,0.175,0.0,1.17
1586,3.0,152.41,13.0,0.075,0.063,11.0,1.0,47.4,0.283,0.073,0.21
1587,31.0,2101.32,67.0,0.033,0.019,6.0,2.0,68.43,0.297,0.119,2.2
1588,13.0,482.03,30.0,0.022,0.041,17.0,2.0,37.32,0.212,0.388,1.31
1589,13.0,387.92,29.0,0.046,0.051,20.0,2.0,30.39,0.162,0.262,1.34
1590,16.0,782.92,60.0,0.237,0.077,2.0,3.0,50.17,0.557,0.21,1.06
1591,10.0,1034.81,47.0,0.167,0.027,13.0,2.0,106.5,0.478,0.203,2.61
1592,16.0,759.61,23.0,0.112,0.018,6.0,0.0,48.57,0.755,0.442,1.65
1593,4.0,143.83,11.0,0.13,0.0,11.0,2.0,37.17,0.791,0.123,0.77
1594,35.0,1688.01,64.0,0.017,0.062,1.0,1.0,47.68,0.845,0.167,3.57
1595,31.234973797365427,2391.0123814641765,37.0,0.472,0.175,9.0,0.0,52.21,0.689,0.199,1.09
1596,39.0,2028.18,81.0,0.044,0.086,4.0,1.0,52.13,0.507,,0.82
1597,34.0,1444.12,54.0,0.073,0.025,0.0,3.0,42.69,0.133,0.401,2.29
1598,4.0,138.33,8.0,0.228,0.019,65.0,1.0,36.93,0.296,0.222,0.29
1599,13.0,498.92,21.0,0.101,0.077,12.0,1.0,37.49,0.224,0.389,0.35
1600,6.0,275.68,11.0,0.135,0.075,10.0,4.0,46.66,0.706,0.313,2.48
1601,12.0,715.86,38.0,0.465,0.029,1.0,1.0,58.74,0.739,0.29,1.64
1602,6.0,84.92,11.0,0.216,,52.0,1.0,15.0,0.081,0.254,0.51
1603,5.0,26.79,6.0,0.024,0.057,49.0,1.0,5.76,0.527,0.232,0.57
1604,2.0,143.63,5.0,0.11,0.056,158.0,1.0,73.39,0.241,0.025,1.78
1605,3.0,141.07,8.0,0.124,0.055,19.0,1.0,53.72,0.444,0.051,1.32
1606,36.0,1886.79,46.0,0.049,0.027,9.0,2.0,52.52,0.328,0.376,2.24
1607,15.0,347.12,21.0,0.024,0.074,14.0,3.0,23.61,0.498,0.149,0.92
1608,18.0,697.1,63.0,0.531,0.041,17.0,1.0,38.62,0.839,0.37,1.63
1609,6.0,172.76,3.0,0.112,0.007,30.0,0.0,29.79,0.249,0.384,0.54
1610,26.0,1562.48,59.0,0.054,0.079,0.0,1.0,60.38,0.36,0.288,3.04
1611,1.0,92.08,1.0,0.165,0.0,130.0,0.0,89.37,0.215,0.225,2.15
1612,30.0,1447.31,52.0,0.013,0.039,6.0,2.0,48.12,0.575,0.316,2.52
1613,15.0,321.24,36.0,0.018,0.077,25.0,1.0,21.15,0.482,0.125,0.51
1614,3.0,102.31,2.0,0.253,0.02,0.0,1.0,37.82,0.553,0.062,0.52
1615,12.0,885.79,17.0,0.424,0.116,10.0,0.0,73.79,0.494,0.312,0.66
1616,25.0,776.57,56.0,0.046,0.021,4.0,0.0,31.6,0.56,0.585,3.83
1617,3.0,56.86,13.0,0.106,0.021,21.0,0.0,17.68,0.396,0.028,0.96
1618,28.0,1990.17,62.0,0.03,0.058,11.0,2.0,71.82,0.115,0.355,3.42
1619,2.0,61.83,3.0,0.282,0.031,154.0,1.0,35.34,0.252,0.228,1.1
1620,34.0,1203.21,50.0,0.076,0.06,10.0,3.0,35.4,0.551,0.335,2.04
1621,8.0,641.57,31.0,0.0,0.021,16.0,0.0,78.29,0.507,0.201,2.55
1622,2.0,93.32,2.0,0.055,0.054,142.0,0.0,47.24,0.169,0.101,1.81
1623,4.0,168.39,14.0,0.261,0.031,35.0,0.0,44.75,0.094,0.0,0.0
1624,12.0,607.24,22.0,0.063,0.021,3.0,2.0,51.92,0.063,0.0,1.32
1625,2.0,132.07,3.0,0.101,0.008,106.0,0.0,62.68,0.302,0.058,1.72
1626,13.0,1619.9,49.0,,0.074,2.0,4.0,124.26,0.696,0.15,0.4
1627,4.0,172.26,8.0,0.183,0.061,28.0,0.0,48.09,0.219,0.275,1.08
1628,6.0,615.5,21.0,0.13,0.072,18.0,3.0,111.7,0.445,0.166,1.97
1629,2.0,108.11,2.0,0.125,0.061,155.0,1.0,45.11,0.233,0.0,1.11
1630,1.0,119.7,3.0,0.08,0.056,69.0,1.0,84.04,0.397,0.027,0.85
1631,13.0,516.2,23.0,0.074,0.034,6.0,1.0,38.87,0.009,0.34,2.88
1632,3.0,135.53,16.0,0.246,0.069,31.0,1.0,39.27,0.582,0.255,1.38
1633,4.0,228.91,12.0,0.216,0.038,46.0,1.0,61.37,0.502,0.27,0.74
1634,1.0,124.0,9.0,0.143,0.088,19.0,0.0,124.0,0.299,0.242,0.81
1635,5.0,13.48,13.0,0.253,0.01,29.0,1.0,2.96,0.365,0.239,0.49
1636,13.0,835.77,23.0,0.171,0.079,5.0,2.0,65.2,0.536,0.33,2.72
1637,12.0,449.32,32.0,0.417,0.097,15.0,3.0,37.18,0.752,0.301,0.12
1638,5.0,572.22,40.0,0.148,0.062,12.0,0.0,109.84,0.177,0.178,2.7
1639,5.0,68.98,7.0,0.006,0.037,29.0,1.0,12.88,0.612,0.313,2.48
1640,26.0,673.54,33.0,0.141,0.079,14.0,0.0,25.72,0.432,,2.34
1641,10.0,714.84,25.0,0.13,0.081,10.0,2.0,73.19,0.612,0.216,2.88
1642,3.0,158.6,8.0,0.267,0.028,35.0,0.0,56.77,0.594,0.113,1.57
1643,33.0,2077.52,48.0,0.091,0.036,13.0,2.0,62.23,0.149,0.291,2.81
1644,3.0,225.15,4.0,0.148,0.023,21.0,0.0,84.76,0.216,0.179,0.0
1645,4.0,15.84,7.0,,0.051,18.0,1.0,3.7,0.381,0.252,1.76
1646,22.0,360.95,49.0,0.265,0.106,15.0,2.0,16.05,0.762,0.341,1.05
1647,10.0,500.61,24.0,0.116,0.05,14.0,0.0,49.63,0.809,0.223,1.18
1648,29.0,1789.86,47.0,0.02,0.036,8.0,2.0,61.69,0.432,0.0,3.43
1649,15.0,411.19,21.0,0.137,0.03,21.0,0.0,28.31,0.537,0.243,1.63
1650,2.0,36.92,5.0,0.162,0.018,82.0,0.0,15.53,0.232,0.039,1.87
1651,3.0,94.98,2.0,0.256,0.044,68.0,2.0,27.72,0.37,0.084,1.49
1652,0.0,22.24,0.0,0.203,0.055,82.0,0.0,22.24,0.717,0.018,1.58
1653,25.0,2113.53,46.0,0.006,0.051,2.0,2.0,86.11,0.336,0.304,3.33
1654,1.0,145.36,2.0,0.13,0.021,119.0,1.0,145.36,0.226,0.03,0.19
1655,2.0,101.77,11.0,0.278,0.032,31.0,0.0,50.11,0.884,0.028,0.0
1656,10.0,698.0,27.0,0.122,0.044,7.0,1.0,70.19,0.359,0.092,3.31
1657,0.0,161.92,5.0,0.224,0.073,25.0,0.0,161.92,0.53,0.368,0.0
1658,1.0,0.0,4.0,0.049,0.072,60.0,0.0,0.0,0.377,0.146,1.49
1659,13.0,357.62,18.0,0.132,0.06,6.0,3.0,28.25,0.27,0.387,1.86
1660,4.0,182.75,9.0,0.156,0.076,37.0,0.0,42.12,0.269,0.131,0.76
1661,13.0,597.36,24.0,0.17,0.007,16.0,0.0,47.78,0.51,0.216,2.54
1662,13.0,720.28,39.0,0.342,0.079,1.0,3.0,55.56,0.721,0.348,2.21
1663,6.0,1043.04,25.0,0.09,0.006,13.0,0.0,166.69,0.246,0.185,1.97
1664,0.0,146.81,8.0,0.105,0.022,31.0,2.0,146.81,0.31,0.208,1.42
1665,14.0,539.34,25.0,0.067,0.072,14.0,2.0,39.46,0.6,0.16,0.0
1666,10.0,1196.18,75.0,0.0,0.036,9.0,2.0,121.62,0.47,0.094,2.22
1667,19.0,510.42,37.0,0.063,0.04,27.0,0.0,26.55,0.348,0.316,2.0
1668,5.0,115.97,2.0,0.109,0.056,3.0,0.0,24.49,0.035,0.27,1.12
1669,7.0,648.32,28.0,0.114,0.052,5.0,1.0,91.89,0.304,0.396,3.08
1670,10.0,546.16,9.0,0.071,0.064,6.0,1.0,57.19,0.217,0.011,0.66
1671,6.0,132.77,4.0,0.205,0.034,24.0,0.0,21.35,0.131,0.25,0.0
1672,27.0,1521.04,39.0,0.104,0.022,10.0,2.0,56.14,0.736,0.224,1.91
