record_id;machine_type;shift;operator_level;maintenance_done_recently;temperature_c;pressure_bar;vibration_mm_s;current_a;runtime_hours;humidity_pct;production_rate_units_h;defect_count_last_hour;days_since_maintenance;machine_status
101851;CNC;Night;Senior;No;76.45;5.89;1.93;16,86;533.6;39.0;81,3;2;33;OK
100397;Conveyor;afternoon;Sr;no;68.64;6.67;0.65;15.33;768.2;48,8;102.4;0;70;OK
102161;Pump;Afternoon;Intermediate;No;74.44;9.28;1.68;14.39;2029.6;N/A;104.2;0;15;FAILURE
102523;Pump;Afternoon;Junior;0;82.51;6.71;N/A;19.17;219.9;54.4;80.4;7;6;FAILURE
102079;Pump;Morning;;yes;75.2;5.96;0.63;19.85;546.4;47.3;74.0;0;100;OK
101554;Pump;afternoon;Senior;no;78.94;6.88;5.79;25,63;454.4;54.7;66.6;3;7;WARNING
100038;Pump;morning;Jr;N;68.51 C;5.28;3.33;18.01;377.9;50.2;104.8;0;32;OK
100313;CNC;AFT;Intermediate;No;78.39;5.53;0.5;17.12;713.5;36,3;114.5;1;65;OK
102133;Conveyor;Morning;intermediate;;67.36;5.12;4.15;19.74;237.2;32.0;120.6;1;14;OK
100260;Compressor;Afternoon;Junior;No;105.19;7.84;1.84;;367.3;error;;1;79;OK
100501;Compressor;Night;Senior;No;98.23;6.19;3.34;18.2;1085.8;44.8;73.2;1;59;FAILURE
102004;Compressor;Afternoon;Senior;No;79.09;8.73;2.72;20.95;613.8;47.2;48.3;2;108;WARNING
101113;Compressor;NIGHT;senior;No;86.67;6.77;3.38;19.75;647.7;37.5 %;87.9;4;29;FAILURE
101527;Pump;afternoon;Junior;No;72.37;9.72;;18.29;559.6;34.7;114.0;5;98;FAILURE
100972;CNC;MORNING;Intermediate;N;51.46;4.55;;13.51;301.5;42.9;106.6;2;115;OK
101020;Pump;NIGHT;Intermediate;No;85.08 C;9.51;1.65 mm/s;23.0;959.2;55.1;103.5;2;17;FAILURE
102398;CNC;Afternoon;Senior;No;68.94;5.72;6.2;26.05;655.1;39.6;104.1;1;67;WARNING
101920;Conveyor;M;Intermediate;yes;70.64;;0.81;25.23;950.7;35.0;143.8;3;79;WARNING
101242;Pump;Afternoon;Senior;Yes;89.36;8.48;N/A;21.07;1435.1;45.4;108.6;4;54;FAILURE
100733;CNC;Morning;Intermediate;Yes;65.8;6.8;4.25;24.92;370.5;41.4;106,7;2;1;OK
101886;Pump;Morning;;Yes;73.73;7.56;7.92;19.11;955.5;43.9;83.1;1;65;FAILURE
100343;Conveyor;Night;intermediate;No;unknown;5,36;1.22;20.45;758.5;64,8;145.9;0;15;OK
100751;CNC;Morning;Intermediate;No;61.41;5.56;0.92;20.6;;53.9;88.4;0;19;FAILURE
101052;CNC;Morning;Jr;Yes;70.05 C;5.88;6.68;13.33;155.8;29.3;121.1;2;57;OK
101451;Conveyor;Night;Intermediate;No;56.81;5.76;3.35;16.53;956.8;45.4;105.9;0;62;FAILURE
100259;CNC;Night;Jr;No;52.59;;2.32;13.76;309.8;41.7;;0;58;OK
101909;Conveyor;night;Intermediate;No;63.36;6.77 bar;3.68;12.98;324.8;36.5;119.2;1;85;WARNING
100166;Pump;N;Senior;No;73.84;6.54;0.33;18.94;929.4;31.7;;1;44;WARNING
100222;Pump;Afternoon;Intermediate;No;72.42;6.7;1.73;;737.8;41.8 %;84.4;0;25;WARNING
101939;CNC;Morning;Sr;No;72.79;7.35;4.94;20.12;1155.3;42,8;114.6;2;59;FAILURE
102141;Conveyor;Morning;Intermediate;No;59.16;6.5;0.9;22.55;1084.2;51.5;106.9;1;61;FAILURE
101813;Compressor;NIGHT;Junior;N;100.55;8.33;7.88;26.26;1092.5;42.3;70.7;4;37;FAILURE
102502;Compressor;Morning;intermediate;No;82.49;6.97;7.21;?;748.4 h;67.5;52,4;5;111;FAILURE
100964;CNC;Morning;Intermediate;0;58.41;5.94;1.04;22.4;983.1;65.4;108.2;0;99;WARNING
100648;Pump;NIGHT;Junior;0;83,42;7.61;8.45;16.8;1096.8;55.3;65.5;0;88;FAILURE
101155;Pump;Afternoon;Intermediate;No;64.35;5.94;0.49;18.44;1207.9;53.6;97.7;0;75;WARNING
102559;Pump;Afternoon;;No;88.52;5.37;2.63;14.31;432.8;18.8;55.1;1;68;OK
101690;Pump;Afternoon;intermediate;No;70.57;6.98;4.09;24.21;500.7;61.5;90.0;5;7;OK
100603;Conveyor;NIGHT;Senior;no;71.82;5.74;2.02;14.84;971.8;43.2;98.0;1;53;WARNING
100654;CNC;afternoon;intermediate;No;87.43;5.37;1.84;15.15;403.5;34.6;108.7;1;102;OK
101040;CNC;Afternoon;Intermediate;No;68.87;4.27;0.93;21.84;672.1;45.6;103.8;0;110;WARNING
101832;Conveyor;Night;Junior;No;58.33;6.41;4.31;14,49;999.5;56.0;90.8;1;2;WARNING
101779;Pump;Night;Senior;Yes;89.87;9.56;0.34;24.8;1020.2;47,3;104.7;4;91;FAILURE
102230;Compressor;Night;Senior;No;86.31;7.59;4,58;25.1;528.4;57.0;87.4;4;88;FAILURE
100474;CNC;Night;Mid;No;107.67;6.84;1.12;18.13;762,6;39.9;78.6;6;113;FAILURE
100796;Pump;Night;intermediate;No;106.07;6.58;1.59;23.5;980.6;51.5;84.6 u/h;3;57;FAILURE
100997;Compressor;Night;Senior;N;80.04;;1.06;23.9;234.0;44.4;66.7;1;112;OK
101004;CNC;Morning;junior;No;74.56;7.85 bar;3.87;13.82;860.3;;147.5;4;48;FAILURE
100678;Pump;afternoon;Junior;No;86.38;7.4;3.76;14.17;388.0;50.1;88.1;2;102;WARNING
100011;Pump;Night;Intermediate;yes;86.8;8.6;3.4 mm/s;18.31;551.7;37.1 %;89.8;1;17;OK
102525;Conveyor;Afternoon;Sr;No;71.7;5.09;4.83;11,76;548.4;54.4;102.8;0;106;WARNING
102251;Pump;Morning;Junior;Y;85.93;5.83;6.18;14.87;1145.0;37.5;66.0;3;117;FAILURE
102076;Pump;M;Senior;No;;8.89;8.91;24.11;946.1;47.2;87.9;3;16;FAILURE
100548;CNC;Night;Senior;Yes;69.36;5.95;1.53;20.98;1103.2;?;126.4;4;72;FAILURE
100685;Compressor;Morning;intermediate;No;73.06;10.83;1.39;21.32;619.1;47.1;64.7;2;46;WARNING
101197;CNC;Afternoon;Senior;No;74.37;5.94;0.95;17.63;1034.4;52.0;128.2;0;61;WARNING
101265;Compressor;N;Intermediate;1;98.54;9.12;4.46;15.63;1701.1;74.3;90.9;3;25;FAILURE
101128;Compressor;Morning;Intermediate;N;86.56;3.01;5.86;23.28;678.5;58.2;75.7;3;32;WARNING
101269;Pump;Afternoon;Sr;no;72.88;5.7;1.71;20.28;1233.9;39.3;92.5;2;92;FAILURE
100519;CNC;Morning;Junior;No;72.83;7.38;0.59;20.5;2316.5;unknown;95.7;0;21;FAILURE
102488;Conveyor;Afternoon;intermediate;No;61.79;6.46;4.54;12.21;538.9;50.2;102.3;2;74;WARNING
100617;Compressor;Morning;Intermediate;no;75.51;8,84;1.31;13.94;583.3;35.1;89,3;3;61;OK
100567;Compressor;Morning;Intermediate;Yes;82.77;8.67;3.12;27.16;759.3;31.5;93.3;3;68;WARNING
101281;Pump;Night;Senior;0;93.05;6.5;?;21.74;436,9;26.3;118.1;1;73;OK
101299;Compressor;Morning;Intermediate;no;86.94;7.6;2.88;21.08;416.1;46,0;78.2;0;52;OK
100243;CNC;AFT;Senior;no;65.57;7.16;4.07;21,28;947,8;37.0;72.2;4;94;FAILURE
101989;Conveyor;Afternoon;Junior;No;62.64;7.11;3,42;23,86;1041.4;45.8;121.5;2;12;WARNING
100113;Pump;morning;Intermediate;No;69.06;9.1;1.5;25.04 A;294.5;66.3;53.4;1;117;WARNING
100444;CNC;AFT;Intermediate;no;64.73;5.82;4.67;20.83;466.8;64.4;108.5;5;20;WARNING
101635;Conveyor;Morning;Intermediate;No;47.94;6.17;0.87;14.37;560.4;N/A;119.9;0;79;OK
101560;Conveyor;Morning;Junior;yes;60.28;8.24;1.27;25.37;1030.5;49.9;134.1;4;49;FAILURE
102365;Compressor;Morning;Intermediate;Yes;77.84;6.04;2.86;19.5;723.6;61.1;61.5;2;20;OK
101561;Conveyor;Afternoon;Junior;no;51.39;5.21;3.4;16.75;517.1;36.9;105.2;0;111;WARNING
100827;Compressor;Morning;Junior;No;100.78;6.94;9.16;23.8;590.9;44.0;70.4;9;2;FAILURE
100061;Compressor;Night;Intermediate;No;120.07;5.6 bar;1.52;15.75;589.5;55,4;95.2;5;47;WARNING
100914;Conveyor;Night;senior;no;82.54;5.89;3.02 mm/s;14.79 A;1013.8 h;38.0;49.1;3;100;FAILURE
101346;Compressor;Night;Senior;no;94.71;5.35;3.59;28.32;670.9;;86,0;2;66;WARNING
100336;Compressor;Afternoon;Senior;N;79.39;8.49;10.1;22.29 A;1254.4;28.5;109.1;3;7;FAILURE
101236;CNC;Afternoon;intermediate;No;68.84;6,76;6.53;12.99;1071.5;39.2;131.4;2;35;FAILURE
101216;Pump;Afternoon;junior;no;55.41;4.66;2.48;21.55;519.2;37.8;93.4;0;41;OK
101408;CNC;MORNING;Junior;N;65.53 C;5.83;1.52;22.08;676.5;43.2;74,2;1;102;WARNING
100747;Pump;NIGHT;Junior;No;100,28;6.23;0.41;28.58;920.9;56.5;79.8;2;22;OK
101435;CNC;Morning;Senior;Y;73.11 C;6,95;1.09;17.84;1337.6;;112.4;1;43;FAILURE
100251;Compressor;A;junior;no;78.97;8.02;6.49;33.83;487.9;56.2;61.6;2;4;WARNING
100440;Compressor;Afternoon;Intermediate;no;91,77;6.43;12.65;13,4;402.4;51.9;102.0;1;111;FAILURE
100831;Compressor;Afternoon;Intermediate;No;92.23;7.8;6.52;20,06;803.6;66.6;73.8;1;27;FAILURE
100948;Conveyor;Night;Intermediate;No;67.44;5.92;1.77;13.67;271.6;67,2;106.8;3;45;OK
100848;Compressor;Night;Junior;No;89.46;9.06;3.37;27.4;373.2;47.6;77.9;6;2;WARNING
101509;CNC;Night;Intermediate;No;86.99;6.84;2.28;23.08;321.9;22.2;;2;94;OK
101228;Pump;Morning;Intermediate;No;66.38;5.82;1.89;24.49;1128.2;45.3;105,4;1;117;WARNING
102132;Compressor;NIGHT;Senior;No;105.16;7.92;;22.98;819.6;43.7;103,1;5;111;FAILURE
101324;Compressor;NIGHT;junior;No;85.22 C;9.07;1.87;19.95;652.4;71,3;62.2;2;88;FAILURE
102508;Conveyor;Morning;intermediate;Yes;50.35;N/A;0.83;;752.7;24.0 %;114.0;0;7;OK
100014;Conveyor;Night;Senior;No;61.53;7.04;5.46;14.0;1099.2;43.5;143.1;1;49;FAILURE
100843;Pump;morning;Senior;1;;7.83;11.08 mm/s;25.23;996.3;44.5;118.6;3;17;FAILURE
102590;Pump;afternoon;Junior;Y;59.37;10.42;1.11;16.48;503.1;56.6;78.9;0;79;OK
102514;CNC;NIGHT;Junior;N;80.84;4.92;2.11;21.71;788.2;59.3;88.3;3;4;WARNING
102274;Conveyor;Afternoon;intermediate;No;51.27;4.97;1.08;21.01;163.4;27.5;158.8;0;58;OK
101073;Pump;Morning;;Yes;51.96;9.44;5.63;13.64;443.6;50.6;91.0;0;12;OK
101304;CNC;Afternoon;senior;No;54.06;5.21;4.98;15,85;670.3;50.1;118.9;0;105;WARNING
101171;Pump;Night;Senior;N;95.98;7.76;4,91;19.48 A;714.0;42.4;82.7;0;115;FAILURE
102226;CNC;afternoon;Junior;1;73.4;5.52;2.06;23.59;1052,2;39.8;100.9;2;83;FAILURE
100345;Compressor;Morning;Intermediate;0;87.88;8.5;3.67;20.93;368.2 h;59.5;65.0;3;44;WARNING
100652;Conveyor;Afternoon;Senior;Y;56.69;5.33;2.64;15.61;802.5;36.1;122.9;1;34;OK
100664;CNC;Afternoon;Senior;0;74.36;7,16;3.5;11.45;676.8 h;44.4;128.8;5;77;FAILURE
101725;Pump;Morning;Intermediate;Yes;86.89;8.18;1.69;15.76;280.3;27,3;96.8;2;24;OK
100965;Conveyor;Night;Senior;No;69.03;5.56;3.32;21.11;669.8;10.0;134,5;2;60;WARNING
102465;CNC;Night;Jr;No;93.45;5.3;1.03;;513.9;38.4;76.4;2;92;WARNING
101274;Compressor;morning;Intermediate;no;93.04;6.32;1.08;16.65;365.5;52.1;90.1;4;95;OK
100026;CNC;Afternoon;Intermediate;No;63.61;4.64;1.54;15.71;861,7;59.8;130,9;0;55;OK
100157;CNC;N;Intermediate;0;88.78;5.78;2.65;23.16;605.2;59,4;90.5;3;62;FAILURE
101372;Conveyor;morning;Intermediate;no;53,83;5,4;1.93;10.57;800.1;27.2;95.6;1;50;OK
101517;CNC;Afternoon;Sr;No;68.42;6.35 bar;4.73;13.79;1059.7;26.0;95.5;5;119;FAILURE
101254;Compressor;Afternoon;Intermediate;No;75,16;;1.95;;1308.8;48.2;91.6 u/h;0;22;FAILURE
101828;Pump;Morning;Intermediate;No;61.58;6.42;4.53;22.46;1693.5;70.4;95,1;0;18;FAILURE
101765;CNC;Night;Junior;no;74.48;6.08;7.38;22,42;316.1;25.1;100.5;6;63;WARNING
101203;Conveyor;morning;Jr;No;49.85;7,39;6.09;14,54;227.1;56.2;113.3;0;35;WARNING
101455;Pump;night;Intermediate;N;92.53;5.19;2.11;21.87 A;539.5;10.3;83.4;3;109;OK
100660;Pump;morning;Intermediate;0;70.37;6,51;4.28;18,35;617.3;33.6;95.2;2;77;WARNING
100711;Conveyor;Night;senior;No;63.78;5.71;0.63;12.88;1122.2;44.5;97.4;0;106;FAILURE
102472;Conveyor;Morning;Junior;no;72.51;4.74;2.43;10.19;695.4;35.2;95.9;1;57;WARNING
101702;Conveyor;NIGHT;Intermediate;No;72,1;5.82;0.78;17.56;1090.9 h;66.8;123.9;0;11;OK
102244;CNC;Afternoon;Junior;No;73.47;6.68;1.24;15.68;718.4;51.7;90.8;0;59;WARNING
100137;Conveyor;morning;Intermediate;no;55.19;5,99;3.7 mm/s;16,74;609.5;55,6;77.2;0;39;OK
100212;Compressor;NIGHT;Senior;No;85.74 C;6.13;8.17;22.09;579.9;51.7;86.7;2;19;WARNING
100819;Compressor;morning;;Y;58.56;6.97;3.75;18.19;726,4;53.7;70,2;2;4;OK
101608;CNC;Morning;Senior;yes;70.01;6.8;2.71;21.08;1313.4;35,4;95.3;0;64;FAILURE
101908;CNC;Morning;Intermediate;No;59.85;6.56;4,74;24.05;1712.8;65.0;71.2;2;31;FAILURE
102478;CNC;Morning;senior;No;62.69;6.2;1.77;18.67;557.1;45.6;82.3;0;73;OK
102205;Pump;NIGHT;Intermediate;No;89,32;6.97;2.43;14.93;611.1;45.6;99.9;2;38;OK
100857;Compressor;Night;Junior;yes;95.58;5.95;;19.93;554.6;31.8;91.0;3;100;WARNING
100892;Conveyor;MORNING;Junior;no;53.81;5.4;2.75 mm/s;12.64;675.7;40.4;137.8;0;54;OK
102231;Pump;A;Sr;No;59.18;8.45;0.61;23.82;447.6;;93.1;0;119;OK
100833;Pump;Night;junior;Yes;69.86;6.14;1.59;22.28;1913.3;15.7;76.6;0;83;FAILURE
102295;CNC;AFT;Senior;No;59.6;5.72;3.08;17.0 A;660.3;74,3;;2;33;WARNING
101464;Pump;Afternoon;Senior;no;91.07 C;8.89;6.52;19.28;1209.3 h;59.0;62.6;2;13;FAILURE
101317;Compressor;Afternoon;senior;Yes;89.5;6.46;;22.96;589.0 h;47,4;74.7;2;61;OK
101055;CNC;Morning;senior;No;55.66;7.43;1.89;20.01 A;957.7;57.7;100.3;2;61;WARNING
100213;CNC;Afternoon;intermediate;No;55.67;6.16;4.74;15.49;;47.6;83.6;1;76;OK
101888;CNC;Morning;Intermediate;0;68,83;5.73;5.59;16,28;894.1;43.5;103.2;3;111;FAILURE
100170;Conveyor;Night;Intermediate;Y;67.01;;1.95;18.54;547.7;57.6;117.6;0;30;OK
100189;Compressor;Night;Intermediate;No;;unknown;6.08;21.53;1575,6;31.4;85.5;1;91;FAILURE
101029;Compressor;Afternoon;intermediate;yes;76.31;8.29;3.49;22.81;480.7;64.9;;3;60;WARNING
100090;Pump;Afternoon;Intermediate;no;85.15;8,6;1.28;25.63;207.4;42.3;98.9;2;27;OK
100840;Pump;Afternoon;Intermediate;yes;85.17;9,23;9.0;13.61;1084.2;41.7;82.0;3;99;FAILURE
100277;Pump;Morning;Junior;Yes;66.36;4.95;4.23;22.45;752.9;34.9;79.5;2;25;OK
102018;CNC;Afternoon;senior;Y;57.05;7.25;1.22;20.0;679.7 h;50.2;120.6;2;5;OK
101079;Compressor;Morning;Senior;Yes;;7.36;4.09;17.4;842.1;error;98.8 u/h;2;17;WARNING
101162;Compressor;Morning;intermediate;no;;9,65;3.65;27.72;1884.5;31.0;89.2;2;72;FAILURE
101019;CNC;MORNING;Junior;No;;5.43;error;25.21 A;2186,5;33.1;99.1;3;32;FAILURE
100636;CNC;Morning;Junior;N;54.03;5.03;1.57;19.85;1052.3;52.3;90.2;0;91;OK
100041;Pump;Night;Junior;No;74.32;9.0;5.54;27.95;1521.3;22.5;90.8;6;7;FAILURE
102557;CNC;M;Junior;no;56.92;6.5;4.38;25.05;1110.8;27.8;109.8;2;86;FAILURE
101221;CNC;NIGHT;Intermediate;no;67.52;5.74;1.7;12.18;1016,9;39.2;128.0;2;82;WARNING
100158;Compressor;Afternoon;Intermediate;No;85,85;9.35;1.06;26.07;315.3;37,7;85.9;2;82;OK
100705;CNC;NIGHT;Intermediate;No;96.83;6,16;2.88;19.91;449.7;71.2;111.9;0;60;WARNING
100223;Compressor;Morning;senior;No;101.64;9.88;3,54;24.13;711.9;28.7;65.1;4;74;FAILURE
100268;CNC;AFT;Junior;No;69.03;7.46;1.1;19.04;731.4;58.7;112.7;2;115;WARNING
100238;Compressor;Morning;Junior;No;84.8;7.47;0.9;18.53;458.0;63.5;108.2;1;9;OK
100467;Compressor;AFT;Intermediate;No;95.87;5.22;2,21;22.11;;46.0;76.7;3;96;OK
102361;Conveyor;Morning;Senior;Y;45.85 C;5.44;2,91;16.49;789.6;65.8;130.7;0;118;WARNING
102408;CNC;Afternoon;Junior;0;68.68;4.28;3.77;21.61;473.0;57.3;86.8;0;103;OK
100407;CNC;afternoon;Jr;No;66.46;5.91;3.45;14.69;518.0;61.3;98.5;1;27;OK
101183;CNC;night;Intermediate;No;62.33;4.94;0.56;24.64;;43.8;151.3 u/h;2;34;OK
102184;CNC;Afternoon;Junior;No;55.22;6,41;1.85;20,49;646.8;27.7;116.2;2;51;OK
100770;Compressor;Afternoon;Senior;;86.85;7.04;2.97;27.84;354.0;44.3;59.1;2;75;OK
100005;CNC;morning;Junior;No;71.68;5.63;1,71;15.92 A;511.3;23.5;96.4;1;62;OK
101001;CNC;morning;intermediate;Yes;63.5;6.49;3.41;24.11;510.9;44.9;79.2;0;83;OK
101805;Compressor;AFT;senior;Yes;76.1;7.65;2.94;19.29;537.4;50.2;109.6;2;2;OK
100593;Pump;AFT;Junior;No;77.55;5.68;3.69;23.05;191.9;30.3;97.7;0;106;WARNING
101970;Pump;AFT;Junior;Y;79.26;9.0;5.01;21,91;1161.0;37.4;72.5;3;50;FAILURE
101834;CNC;afternoon;Junior;No;64.24;4.7;4.17;20.49;2132.8;70.1;132.2;3;111;FAILURE
101810;CNC;Morning;Intermediate;0;65.96;7.17;1.45;14.67 A;792.2;44.8;66.2;1;4;OK
102038;CNC;AFT;Intermediate;N;64.11;6,28;6.14;17.08;367.6;48.1;86.0;4;83;OK
102272;Compressor;Morning;Senior;No;78.85;6.68;1.62;16.36;1309.2;47.4 %;99.2;1;15;FAILURE
102212;Pump;afternoon;Senior;No;68.59;5.04;1.92;16.23;678.2;60.6;74.4;2;60;OK
100757;Pump;Afternoon;intermediate;No;76,89;7.71;1.93;19,62;1102.2;48.0;85.3;3;1;FAILURE
101636;Pump;Morning;Junior;N;81.93;5.78;1,39;11.0;1003.2;55.3 %;105.1;3;90;FAILURE
101935;Compressor;Afternoon;Intermediate;1;89.37;10.2;;25.13;780.7;28.2;104.1;0;18;FAILURE
101708;Pump;M;Senior;Yes;71.41;9.3;2.82 mm/s;22.54;607.9;35,1;;2;40;WARNING
101067;Pump;Morning;Junior;yes;78.76;6.04;10.63;16.05;782.4;64.2;?;3;61;FAILURE
102600;Conveyor;Afternoon;Intermediate;N;61.58;4.43;4.33 mm/s;19.88;2063.6;55.7;137.3;1;12;FAILURE
101923;Pump;NIGHT;Senior;no;82.75;7.44;3.25;22,09;1423.2;35.2;88.5;1;48;FAILURE
101090;Pump;Afternoon;Sr;Yes;69.83;8.04;10.84;27.57;414.6;43.8;112.9;5;91;FAILURE
100970;CNC;Morning;Intermediate;Y;58.08;;2.46;14,13;532.5;38.1;100.1;0;71;OK
101127;Pump;Night;Senior;No;99.47;7.58;2.38;21.23;929.6;36.8;106.2;2;96;FAILURE
101806;Compressor;Afternoon;Mid;No;88.78;9.37;3.38;28.79;345.2;42.6;91.7;1;92;OK
100329;Compressor;Afternoon;Senior;0;100.58;5.54;5.69;14.96;688.9;71.5;101.5;5;44;FAILURE
101013;Pump;Afternoon;Intermediate;No;81.58;9.55;1.89;29.81;123.5;23.7;62.2;1;60;OK
100876;Conveyor;Afternoon;Intermediate;0;72.8;7.49;1.1;13.35 A;524.3 h;59.6;100.8;0;43;OK
100483;Compressor;AFT;Junior;No;75.46;6.75;8.35;17.3;676.3;54.9;88,9;1;39;FAILURE
100709;Pump;Afternoon;Intermediate;0;85.12;6.91;0.34;25.6;300.3;56.2;81.2;2;32;OK
102552;Pump;Morning;intermediate;No;67.31;7.6;3.23 mm/s;31.29;465,7;18.7;73.6;1;67;WARNING
101015;Pump;Afternoon;junior;no;62.85 C;6.34;4.57;23.85;865,4;57.0;127.6 u/h;1;72;FAILURE
101541;Conveyor;A;Intermediate;yes;56.37;4.69;0,75;15,62;702.9;54.2;118.4;0;108;OK
102156;Conveyor;afternoon;intermediate;No;61.33;4.97;4.5;19.71;616.0;53.7;144.1;1;11;OK
100273;CNC;Morning;Senior;no;73.33 C;6.92;3.57;14.64;403.2;32,7;71.5;1;5;OK
101213;Compressor;Afternoon;Intermediate;No;70.22 C;8.26;3.89;26.75 A;909.8;45.7;77.5;2;4;FAILURE
100017;Compressor;morning;Intermediate;no;78.55;6.93;5.61;26.88;1016.9;24.5;89.7;3;91;FAILURE
100694;Pump;Afternoon;Sr;No;75.5;6.97;4.37;25.53;562.3;44.6;57.0;4;108;FAILURE
102551;Pump;Afternoon;Senior;N;65.25;8.93;3.09;22.27;858.4;53.1;93.2;1;72;FAILURE
100619;CNC;MORNING;Mid;;68.82;5.48;1.44;13.74;444.3;38.1;145.3;1;108;OK
100535;CNC;Night;junior;No;75.88;8.27;3.62;17.0;389.5;45.3;105.5;2;39;WARNING
101345;Conveyor;MORNING;Intermediate;Y;61.05;4.61;5.0;18.47;1059.2;42,4;102.6;3;56;FAILURE
101588;Compressor;Morning;senior;No;63.38;8.18;4.9;30,14;325.9;50.2;86.1;1;83;WARNING
100880;Compressor;Afternoon;Senior;no;85.03;6.8;2.9;21.55;308.4;65.6;79.7;2;105;WARNING
101762;CNC;Afternoon;Junior;yes;59,9;5.07;1.19;16.1;552.6;48.5;107.0;1;87;OK
101752;CNC;Morning;Sr;Yes;63.98;5.36;2.87;22.18;1003.2;45.4;115.8;4;12;WARNING
100095;Pump;Night;Sr;No;94.24;7.64;6.81;17.26;405,5;41.3;80.9;4;70;FAILURE
101686;CNC;Morning;Senior;No;60.93;5.38;7.68;15,33;946.6;70.0 %;97.1;0;31;FAILURE
101524;Compressor;AFT;junior;No;85.7;6.06;4.39;23.13;1272.1;36.7;71.7;3;113;FAILURE
101548;Compressor;afternoon;intermediate;;77.54;8.98;3.98;16.98 A;253.3;22.4;88.0;1;66;OK
101963;Compressor;Morning;Intermediate;no;85.07;8.93;4.11;28.52;227.0;84.7;59.7;1;101;WARNING
101883;Pump;N;senior;no;;5.58;6.47;13.35;599.9;40,4;77.7;2;34;FAILURE
101409;Conveyor;Morning;Junior;No;59.77;6.8;0.95;15.39;579.2;43.2;113.3;0;77;OK
100728;CNC;N;Senior;No;58.92;7.55;5.52;21.58;475.2 h;33.2;92.6;1;58;WARNING
102115;CNC;Afternoon;Intermediate;no;60.08;6.57;1.81;13,79;380.2;66.1;94.8;1;66;OK
100078;Compressor;Night;Senior;N;110.41;7.75;7.31;21.5;498,5;42.2;82.7 u/h;2;41;FAILURE
100855;CNC;Night;Jr;no;91.83;;5.53 mm/s;17.04;730.2;78.1;86.5;6;68;FAILURE
101936;CNC;Morning;Intermediate;No;76.49;5.32;6.05;18.24;214.8;51.4;94.1;5;82;WARNING
101825;Compressor;Afternoon;Junior;No;80.51;8.26;1.4;15.37 A;1314.2;49.2;83.0;2;48;FAILURE
101469;Compressor;Night;Junior;N;80.63;9.24;4.07;27.0;766.9;51.1;64.7 u/h;1;97;FAILURE
101885;Pump;NIGHT;intermediate;Yes;75,31;5.84;7.94;27.29;1256.3;56.8;61.6;3;102;FAILURE
100376;CNC;Night;Junior;N;90.57;5.79;1.84;18.12;571.9;41.3;95.4;3;74;OK
102483;CNC;Afternoon;intermediate;No;74,73;5.93 bar;1.47;18.78;1323.6 h;35.1;101.9;0;2;WARNING
102294;Pump;Morning;Junior;No;93.8 C;7.38 bar;3.43;19.77;1136.0;45.7;74.7;1;97;FAILURE
101009;Compressor;Morning;Junior;N;81.35;9.15;5.69;14.42;171.2 h;;83.0;3;3;OK
100308;Compressor;Morning;Intermediate;No;83.85;7.66;1.96 mm/s;17.98;544.0;50.7;65.9;5;74;WARNING
101642;CNC;Night;senior;No;65.25;6.13;3.72;20.68;461.2;41.0;110.7;2;88;OK
101562;Compressor;Morning;Intermediate;No;76.42;8.72;5.28;23.71;1034.9;46.9;77.6;1;6;FAILURE
100076;CNC;Afternoon;Senior;Yes;60.67;6.14;1.99;16.34;937.1;48.7;99.3;1;3;OK
102535;Conveyor;N;senior;yes;63.28;5.06;1.72;16.3;785.8;32.3;122.0;1;21;OK
102314;CNC;Night;Intermediate;No;83.97;6.36;4.45;20.3;865.1;11.2;71.4;3;111;FAILURE
102379;CNC;Night;Junior;No;81.23;5.37;5.04;25.05;512.6;51.7;105.5;4;113;FAILURE
101405;CNC;Afternoon;senior;Y;64.88 C;6.05;0.54;25.63;1004.2;46.7;90.2;1;105;FAILURE
101499;Pump;Afternoon;Senior;No;80.06;9.18;1.5;20.89;457.4;34.3;120.7;1;45;OK
101167;Conveyor;Afternoon;Mid;No;58.47;5.88;2.96;14.75;909.6;22.1;103.2;3;14;WARNING
101787;Pump;Morning;Intermediate;No;89.47;8.13;2.69;22.72;error;36.5;135.8;2;20;OK
102338;Pump;Night;senior;N;error;6.83;2.22;15,39;282,0;56.2 %;86.6;3;33;OK
102219;Conveyor;AFT;Intermediate;;68.07;5.92;2.13;12.62;727.4;47.7;143.7;2;49;WARNING
101804;Compressor;Morning;Intermediate;No;77,01;7.25 bar;1.52;23,83;1016.8;35.2;81.0;0;92;FAILURE
101980;CNC;Morning;Intermediate;No;47,43;3.82;4.48;14.23;1449.9;21.0;132.2;1;48;FAILURE
101624;CNC;Morning;junior;No;66.53;6.51;1,33;14.23;647.6;49.4;106.1;3;52;WARNING
100368;Compressor;morning;junior;no;65.34;7.25;5.75;26.93 A;438.2;31.9;77.2;1;54;WARNING
102202;Conveyor;Morning;Intermediate;;59.96;5.51;0.7;20.47;529.2;26,7;82.9;0;117;OK
102450;Compressor;Night;Sr;no;97,37;8.34;0.98;;626.1;32.2;79.2;0;16;OK
101590;CNC;Afternoon;Senior;yes;57.97;5.86;2.07;21.35;unknown;57.8;121.2;2;88;OK
101433;CNC;Afternoon;Senior;no;72.72;7.28;0.48;16.37;375.8;30.2 %;74.7;0;5;OK
